,Site,Transect,Date,Genus,Species,Size,Count,Phase,Notes,Observer,Year,log_a_coef,b_coef,biomass_g
947,Alligator,5,8/13/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
948,Alligator,5,8/13/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
949,Alligator,5,8/13/2010,Sparisoma,viride,17,1,NA,NA,AAS,2010,-4.5223,2.9214,98.56744039
950,Alligator,5,8/13/2010,Sparisoma,viride,13,1,NA,NA,AAS,2010,-4.5223,2.9214,45.01674706
951,Alligator,5,8/13/2010,Sparisoma,viride,20,1,NA,NA,AAS,2010,-4.5223,2.9214,158.4634217
952,Alligator,5,8/13/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
953,Alligator,5,8/13/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
954,Alligator,5,8/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
955,Alligator,5,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
956,Alligator,5,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
957,Alligator,5,8/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
958,Alligator,5,8/13/2010,Sparisoma,rubripinne,18,1,NA,NA,AAS,2010,-4.8701,3.0641,109.718657
959,Alligator,6,8/13/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
960,Alligator,6,8/13/2010,Scarus,taeniopterus,20,1,NA,NA,AAS,2010,-4.1836,2.7086,111.9360162
961,Alligator,6,8/13/2010,Sparisoma,viride,32,1,NA,NA,AAS,2010,-4.5223,2.9214,625.5256843
962,Alligator,6,8/13/2010,Sparisoma,viride,18,1,NA,NA,AAS,2010,-4.5223,2.9214,116.4804652
963,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
964,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
965,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
966,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
967,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
968,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
969,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
970,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
971,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
972,Alligator,6,8/13/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
973,Alligator,6,8/13/2010,Sparisoma,chrysopterum,30,1,NA,NA,AAS,2010,-5.1754,3.1708,477.5909344
974,Alligator,7,8/13/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
975,Alligator,7,8/13/2010,Scarus,taeniopterus,17,1,NA,NA,AAS,2010,-4.1836,2.7086,72.076543
976,Alligator,7,8/13/2010,Scarus,taeniopterus,22,1,NA,NA,AAS,2010,-4.1836,2.7086,144.9059016
977,Alligator,7,8/13/2010,Scarus,vetula,16,1,NA,NA,AAS,2010,-5.5396,3.33,63.11310433
978,Alligator,7,8/13/2010,Sparisoma,viride,4,1,NA,NA,AAS,2010,-4.5223,2.9214,1.438659635
979,Alligator,7,8/13/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
980,Alligator,7,8/13/2010,Sparisoma,viride,13,1,NA,NA,AAS,2010,-4.5223,2.9214,45.01674706
981,Alligator,7,8/13/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
982,Alligator,7,8/13/2010,Sparisoma,rubripinne,18,1,NA,NA,AAS,2010,-4.8701,3.0641,109.718657
983,Alligator,8,8/13/2010,Scarus,taeniopterus,14,1,NA,NA,AAS,2010,-4.1836,2.7086,42.59929359
984,Alligator,8,8/13/2010,Scarus,taeniopterus,12,1,NA,NA,AAS,2010,-4.1836,2.7086,28.05887944
985,Alligator,8,8/13/2010,Scarus,taeniopterus,9,1,NA,NA,AAS,2010,-4.1836,2.7086,12.87245141
986,Alligator,8,8/13/2010,Scarus,taeniopterus,17,1,NA,NA,AAS,2010,-4.1836,2.7086,72.076543
987,Alligator,8,8/13/2010,Sparisoma,viride,31,1,NA,NA,AAS,2010,-4.5223,2.9214,570.1170803
988,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
989,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
990,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
991,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
992,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
993,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
994,Alligator,8,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
995,Alligator,8,8/13/2010,Sparisoma,rubripinne,18,1,NA,NA,DEB,2010,-4.8701,3.0641,109.718657
996,Alligator,9,8/13/2010,Scarus,iseri,15,1,NA,NA,DEB,2010,-4.8887,3.0548,57.38832884
997,Alligator,9,8/13/2010,Scarus,vetula,30,1,NA,NA,DEB,2010,-5.5396,3.33,511.9337691
998,Alligator,9,8/13/2010,Scarus,vetula,30,1,NA,NA,DEB,2010,-5.5396,3.33,511.9337691
999,Alligator,9,8/13/2010,Scarus,vetula,26,1,NA,NA,DEB,2010,-5.5396,3.33,317.8785686
1000,Alligator,9,8/13/2010,Sparisoma,viride,30,1,NA,NA,DEB,2010,-4.5223,2.9214,518.0384956
1001,Alligator,9,8/13/2010,Sparisoma,viride,25,1,NA,NA,DEB,2010,-4.5223,2.9214,304.1178709
1002,Alligator,9,8/13/2010,Sparisoma,viride,24,1,NA,NA,DEB,2010,-4.5223,2.9214,269.9287363
1003,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,DEB,2010,-5.7587,3.4291,39.8646217
1004,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1005,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1006,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1007,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1008,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,20,1,NA,NA,DEB,2010,-5.7587,3.4291,135.4446821
1009,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,12,1,NA,NA,DEB,2010,-5.7587,3.4291,23.49743251
1010,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,10,1,NA,NA,DEB,2010,-5.7587,3.4291,12.57476854
1011,Alligator,9,8/13/2010,Sparisoma,aurofrenatum,18,1,NA,NA,DEB,2010,-5.7587,3.4291,94.37456161
1012,Alligator,9,8/13/2010,Sparisoma,rubripinne,25,1,NA,NA,DEB,2010,-4.8701,3.0641,300.2119536
1013,Alligator,10,8/13/2010,Scarus,iseri,5,1,NA,NA,DEB,2010,-4.8887,3.0548,2.001306331
1014,Alligator,10,8/13/2010,Scarus,iseri,5,1,NA,NA,DEB,2010,-4.8887,3.0548,2.001306331
1015,Alligator,10,8/13/2010,Scarus,iseri,5,1,NA,NA,DEB,2010,-4.8887,3.0548,2.001306331
1016,Alligator,10,8/13/2010,Scarus,iseri,5,1,NA,NA,DEB,2010,-4.8887,3.0548,2.001306331
1017,Alligator,10,8/13/2010,Scarus,vetula,15,1,NA,NA,DEB,2010,-5.5396,3.33,50.90774882
1018,Alligator,10,8/13/2010,Sparisoma,viride,16,1,NA,NA,DEB,2010,-4.5223,2.9214,82.56882746
1019,Alligator,10,8/13/2010,Sparisoma,viride,18,1,NA,NA,DEB,2010,-4.5223,2.9214,116.4804652
1020,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,DEB,2010,-5.7587,3.4291,30.91883698
1021,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,14,1,NA,NA,DEB,2010,-5.7587,3.4291,39.8646217
1022,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,15,1,NA,NA,DEB,2010,-5.7587,3.4291,50.50501872
1023,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,DEB,2010,-5.7587,3.4291,63.01556471
1024,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,19,1,NA,NA,DEB,2010,-5.7587,3.4291,113.59886
1025,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,13,1,NA,NA,DEB,2010,-5.7587,3.4291,30.91883698
1026,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,16,1,NA,NA,DEB,2010,-5.7587,3.4291,63.01556471
1027,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,17,1,NA,NA,DEB,2010,-5.7587,3.4291,77.57689558
1028,Alligator,10,8/13/2010,Sparisoma,aurofrenatum,19,1,NA,NA,DEB,2010,-5.7587,3.4291,113.59886
1029,Carysfort,1,8/3/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1030,Carysfort,1,8/3/2010,Scarus,iseri,9,1,NA,NA,AAS,2010,-4.8887,3.0548,12.05369
1031,Carysfort,1,8/3/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1032,Carysfort,1,8/3/2010,Sparisoma,viride,17,1,NA,NA,AAS,2010,-4.5223,2.9214,98.56744039
1033,Carysfort,1,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1034,Carysfort,1,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1035,Carysfort,1,8/3/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1036,Carysfort,1,8/3/2010,Sparisoma,viride,26,1,NA,NA,AAS,2010,-4.5223,2.9214,341.0382874
1037,Carysfort,1,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1038,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1039,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1040,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,5,1,NA,NA,AAS,2010,-5.7587,3.4291,1.167449334
1041,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,18,1,NA,NA,AAS,2010,-5.7587,3.4291,94.37456161
1042,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1043,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,5,1,NA,NA,AAS,2010,-5.7587,3.4291,1.167449334
1044,Carysfort,1,8/3/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1045,Carysfort,2,8/3/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1046,Carysfort,2,8/3/2010,Scarus,iseri,7,1,NA,NA,AAS,2010,-4.8887,3.0548,5.593781427
1047,Carysfort,2,8/3/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1048,Carysfort,2,8/3/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1049,Carysfort,2,8/3/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1050,Carysfort,2,8/3/2010,Scarus,iseri,7,1,NA,NA,AAS,2010,-4.8887,3.0548,5.593781427
1051,Carysfort,2,8/3/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1052,Carysfort,2,8/3/2010,Sparisoma,viride,8,1,NA,NA,AAS,2010,-4.5223,2.9214,10.89901093
1053,Carysfort,2,8/3/2010,Sparisoma,viride,9,1,NA,NA,AAS,2010,-4.5223,2.9214,15.37531659
1054,Carysfort,2,8/3/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1055,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,7,1,NA,NA,AAS,2010,-5.7587,3.4291,3.701056278
1056,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1057,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1058,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1059,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1060,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
1061,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1062,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1063,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1064,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1065,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1066,Carysfort,2,8/3/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1067,Carysfort,3,8/3/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1068,Carysfort,3,8/3/2010,Sparisoma,viride,27,1,NA,NA,AAS,2010,-4.5223,2.9214,380.7904961
1069,Carysfort,3,8/3/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1070,Carysfort,3,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1071,Carysfort,3,8/3/2010,Sparisoma,viride,5,1,NA,NA,AAS,2010,-4.5223,2.9214,2.761029016
1072,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1073,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1074,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1075,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,17,1,NA,NA,AAS,2010,-5.7587,3.4291,77.57689558
1076,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,21,1,NA,NA,AAS,2010,-5.7587,3.4291,160.1113737
1077,Carysfort,3,8/3/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1078,Carysfort,4,8/3/2010,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1079,Carysfort,4,8/3/2010,Scarus,iseri,11,1,NA,NA,AAS,2010,-4.8887,3.0548,22.25083814
1080,Carysfort,4,8/3/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1081,Carysfort,4,8/3/2010,Scarus,taeniopterus,22,1,NA,NA,AAS,2010,-4.1836,2.7086,144.9059016
1082,Carysfort,4,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1083,Carysfort,4,8/3/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1084,Carysfort,4,8/3/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1085,Carysfort,4,8/3/2010,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1086,Carysfort,4,8/3/2010,Sparisoma,viride,22,1,NA,NA,AAS,2010,-4.5223,2.9214,209.3406748
1087,Carysfort,4,8/3/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1088,Carysfort,4,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1089,Carysfort,4,8/3/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1090,Carysfort,4,8/3/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1091,Carysfort,4,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1092,Carysfort,5,8/3/2010,Scarus,iseri,11,1,NA,NA,AAS,2010,-4.8887,3.0548,22.25083814
1093,Carysfort,5,8/3/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1094,Carysfort,5,8/3/2010,Scarus,iseri,7,1,NA,NA,AAS,2010,-4.8887,3.0548,5.593781427
1095,Carysfort,5,8/3/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1096,Carysfort,5,8/3/2010,Scarus,iseri,6,1,NA,NA,AAS,2010,-4.8887,3.0548,3.49298274
1097,Carysfort,5,8/3/2010,Scarus,iseri,5,1,NA,NA,AAS,2010,-4.8887,3.0548,2.001306331
1098,Carysfort,5,8/3/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1099,Carysfort,5,8/3/2010,Scarus,iseri,11,1,NA,NA,AAS,2010,-4.8887,3.0548,22.25083814
1100,Carysfort,5,8/3/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1101,Carysfort,5,8/3/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1102,Carysfort,5,8/3/2010,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1103,Carysfort,5,8/3/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1104,Carysfort,5,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1105,Carysfort,5,8/3/2010,Sparisoma,viride,10,1,NA,NA,AAS,2010,-4.5223,2.9214,20.91702907
1106,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1107,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1108,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1109,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1110,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1111,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
1112,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,16,1,NA,NA,AAS,2010,-5.7587,3.4291,63.01556471
1113,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,9,1,NA,NA,AAS,2010,-5.7587,3.4291,8.76179301
1114,Carysfort,5,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1115,Carysfort,6,8/3/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1116,Carysfort,6,8/3/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1117,Carysfort,6,8/3/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1118,Carysfort,6,8/3/2010,Scarus,taeniopterus,21,1,NA,NA,AAS,2010,-4.1836,2.7086,127.7506686
1119,Carysfort,6,8/3/2010,Sparisoma,viride,7,1,NA,NA,AAS,2010,-4.5223,2.9214,7.378522638
1120,Carysfort,6,8/3/2010,Sparisoma,viride,6,1,NA,NA,AAS,2010,-4.5223,2.9214,4.703174179
1121,Carysfort,6,8/3/2010,Sparisoma,viride,12,1,NA,NA,AAS,2010,-4.5223,2.9214,35.63035031
1122,Carysfort,6,8/3/2010,Sparisoma,viride,16,1,NA,NA,AAS,2010,-4.5223,2.9214,82.56882746
1123,Carysfort,6,8/3/2010,Sparisoma,viride,30,1,NA,NA,AAS,2010,-4.5223,2.9214,518.0384956
1124,Carysfort,6,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1125,Carysfort,6,8/3/2010,Sparisoma,viride,13,1,NA,NA,AAS,2010,-4.5223,2.9214,45.01674706
1126,Carysfort,6,8/3/2010,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1127,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,11,1,NA,NA,AAS,2010,-5.7587,3.4291,17.43571079
1128,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1129,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,7,1,NA,NA,AAS,2010,-5.7587,3.4291,3.701056278
1130,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1131,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1132,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,13,1,NA,NA,AAS,2010,-5.7587,3.4291,30.91883698
1133,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1134,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1135,Carysfort,6,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1136,Carysfort,7,8/3/2010,Scarus,iseri,11,1,NA,NA,AAS,2010,-4.8887,3.0548,22.25083814
1137,Carysfort,7,8/3/2010,Scarus,iseri,12,1,NA,NA,AAS,2010,-4.8887,3.0548,29.02571124
1138,Carysfort,7,8/3/2010,Scarus,iseri,9,1,NA,NA,AAS,2010,-4.8887,3.0548,12.05369
1139,Carysfort,7,8/3/2010,Scarus,iseri,7,1,NA,NA,AAS,2010,-4.8887,3.0548,5.593781427
1140,Carysfort,7,8/3/2010,Scarus,iseri,9,1,NA,NA,AAS,2010,-4.8887,3.0548,12.05369
1141,Carysfort,7,8/3/2010,Scarus,iseri,10,1,NA,NA,AAS,2010,-4.8887,3.0548,16.6302968
1142,Carysfort,7,8/3/2010,Scarus,iseri,8,1,NA,NA,AAS,2010,-4.8887,3.0548,8.411225809
1143,Carysfort,7,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1144,Carysfort,7,8/3/2010,Sparisoma,viride,7,1,NA,NA,AAS,2010,-4.5223,2.9214,7.378522638
1145,Carysfort,7,8/3/2010,Sparisoma,viride,31,1,NA,NA,AAS,2010,-4.5223,2.9214,570.1170803
1146,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1147,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1148,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1149,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,8,1,NA,NA,AAS,2010,-5.7587,3.4291,5.85040423
1150,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,12,1,NA,NA,AAS,2010,-5.7587,3.4291,23.49743251
1151,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1152,Carysfort,7,8/3/2010,Sparisoma,aurofrenatum,19,1,NA,NA,AAS,2010,-5.7587,3.4291,113.59886
1153,Carysfort,8,8/3/2010,Scarus,iseri,13,1,NA,NA,AAS,2010,-4.8887,3.0548,37.06586611
1154,Carysfort,8,8/3/2010,Sparisoma,viride,14,1,NA,NA,AAS,2010,-4.5223,2.9214,55.89827983
1155,Carysfort,8,8/3/2010,Sparisoma,viride,19,1,NA,NA,AAS,2010,-4.5223,2.9214,136.4114326
1156,Carysfort,8,8/3/2010,Sparisoma,viride,15,1,NA,NA,AAS,2010,-4.5223,2.9214,68.38061528
1157,Carysfort,8,8/3/2010,Sparisoma,viride,11,1,NA,NA,AAS,2010,-4.5223,2.9214,27.6327807
1158,Carysfort,8,8/3/2010,Sparisoma,viride,23,1,NA,NA,AAS,2010,-4.5223,2.9214,238.3700569
1159,Carysfort,8,8/3/2010,Sparisoma,viride,26,1,NA,NA,AAS,2010,-4.5223,2.9214,341.0382874
1160,Carysfort,8,8/3/2010,Sparisoma,viride,9,1,NA,NA,AAS,2010,-4.5223,2.9214,15.37531659
1161,Carysfort,8,8/3/2010,Sparisoma,aurofrenatum,20,1,NA,NA,AAS,2010,-5.7587,3.4291,135.4446821
1162,Carysfort,8,8/3/2010,Sparisoma,aurofrenatum,14,1,NA,NA,AAS,2010,-5.7587,3.4291,39.8646217
1163,Carysfort,8,8/3/2010,Sparisoma,aurofrenatum,15,1,NA,NA,AAS,2010,-5.7587,3.4291,50.50501872
1164,Carysfort,8,8/3/2010,Sparisoma,aurofrenatum,10,1,NA,NA,AAS,2010,-5.7587,3.4291,12.57476854
1165,Carysfort,8,8/3/2010,Sparisoma,aurofrenatum,17,1,NA,NA,AAS,2010,-5.7587,3.4291,77.57689558
